user_id,signup_date,country,device_type,is_kyc_verified,account_type
U09218,2024-03-30,India,Mobile,Yes,Personal
U09219,2022-01-19,Germany,Mobile,Yes,Personal
U09220,2022-12-31,UK,Mobile,Yes,Personal
U09221,2022-10-27,Germany,Desktop,Yes,Personal
U09222,2022-01-07,USA,Mobile,Yes,Personal
U09223,2024-01-31,USA,Desktop,Yes,Personal
U09224,2023-03-04,USA,Desktop,No,Personal
U09225,2022-04-27,Germany,Mobile,Yes,Business
U09226,2023-08-03,UK,Mobile,Yes,Personal
U09227,2023-05-22,UK,Mobile,Yes,Personal
U09228,2023-06-30,India,Mobile,Yes,Personal
U09229,2023-12-07,Germany,Mobile,Yes,Personal
U09230,2022-11-21,India,Mobile,Yes,Personal
U09231,2022-02-24,Australia,Mobile,Yes,Business
U09232,2024-02-17,India,Mobile,No,Personal
U09233,2022-02-11,India,Desktop,No,Business
U09234,2022-10-24,India,Mobile,No,Business
U09235,2022-08-19,USA,Mobile,Yes,Personal
U09236,2023-03-29,Australia,Mobile,Yes,Business
U09237,2024-06-08,India,Mobile,Yes,Personal
U09238,2023-01-29,UK,Mobile,Yes,Personal
U09239,2023-06-06,India,Mobile,Yes,Personal
U09240,2022-12-24,USA,Desktop,No,Business
U09241,2023-03-20,Canada,Mobile,Yes,Personal
U09242,2022-05-08,Australia,Mobile,Yes,Personal
U09243,2023-11-22,Canada,Desktop,Yes,Business
U09244,2023-02-09,Canada,Mobile,Yes,Personal
U09245,2023-01-27,Australia,Mobile,Yes,Personal
U09246,2022-07-12,Germany,Mobile,Yes,Personal
U09247,2023-08-27,UK,Mobile,Yes,Personal
U09248,2024-05-30,USA,Desktop,Yes,Personal
U09249,2024-01-13,Australia,Mobile,Yes,Business
U09250,2022-03-19,Canada,Mobile,Yes,Personal
U09251,2022-03-26,USA,Mobile,Yes,Personal
U09252,2022-01-30,USA,Mobile,Yes,Personal
U09253,2023-12-26,Germany,Desktop,No,Personal
U09254,2022-02-18,Canada,Mobile,Yes,Personal
U09255,2024-02-16,India,Mobile,Yes,Personal
U09256,2022-05-25,USA,Desktop,Yes,Personal
U09257,2022-03-10,Canada,Mobile,No,Personal
U09258,2022-02-27,USA,Mobile,No,Personal
U09259,2023-11-28,Germany,Desktop,Yes,Business
U09260,2023-07-28,Germany,Mobile,Yes,Personal
U09261,2023-04-24,India,Mobile,Yes,Personal
U09262,2024-03-30,Germany,Mobile,Yes,Personal
U09263,2023-03-21,Canada,Mobile,Yes,Personal
U09264,2022-10-23,Australia,Mobile,Yes,Personal
U09265,2023-11-09,Germany,Desktop,Yes,Personal
U09266,2022-06-20,Australia,Mobile,Yes,Personal
U09267,2023-07-29,India,Mobile,No,Personal
U09268,2022-05-27,UK,Mobile,No,Business
U09269,2023-04-29,USA,Desktop,No,Personal
U09270,2022-11-02,USA,Mobile,Yes,Business
U09271,2023-11-04,Canada,Desktop,Yes,Personal
U09272,2023-10-15,India,Mobile,Yes,Personal
U09273,2024-04-25,India,Mobile,Yes,Personal
U09274,2023-09-01,India,Desktop,No,Personal
U09275,2023-03-22,USA,Mobile,Yes,Personal
U09276,2022-08-09,Germany,Mobile,Yes,Personal
U09277,2023-07-09,USA,Mobile,Yes,Business
U09278,2024-03-14,USA,Mobile,Yes,Personal
U09279,2023-01-13,USA,Desktop,Yes,Personal
U09280,2023-09-12,Germany,Mobile,Yes,Personal
U09281,2022-09-23,UK,Desktop,Yes,Personal
U09282,2022-04-05,Canada,Desktop,No,Personal
U09283,2022-09-19,UK,Mobile,No,Personal
U09284,2024-04-04,UK,Mobile,Yes,Personal
U09285,2024-06-15,USA,Mobile,Yes,Personal
U09286,2022-03-12,UK,Desktop,Yes,Personal
U09287,2022-08-07,USA,Desktop,No,Personal
U09288,2023-06-17,USA,Mobile,Yes,Personal
U09289,2022-04-02,Canada,Mobile,No,Personal
U09290,2022-05-07,India,Mobile,Yes,Personal
U09291,2022-03-21,USA,Mobile,No,Personal
U09292,2024-04-03,UK,Desktop,No,Personal
U09293,2022-08-26,Canada,Mobile,No,Business
U09294,2023-01-07,Australia,Desktop,No,Personal
U09295,2023-05-01,Australia,Mobile,Yes,Personal
U09296,2023-11-25,Australia,Desktop,Yes,Personal
U09297,2022-01-25,UK,Mobile,Yes,Personal
U09298,2022-06-05,India,Desktop,No,Personal
U09299,2023-06-01,Germany,Desktop,Yes,Personal
U09300,2023-09-24,India,Mobile,Yes,Personal
U09301,2024-02-28,Canada,Desktop,Yes,Business
U09302,2023-06-14,India,Mobile,Yes,Business
U09303,2023-12-11,Australia,Desktop,No,Personal
U09304,2022-02-26,India,Desktop,Yes,Personal
U09305,2023-08-28,Canada,Mobile,Yes,Business
U09306,2022-01-19,Canada,Mobile,Yes,Business
U09307,2023-01-19,Australia,Desktop,No,Personal
U09308,2024-05-14,UK,Mobile,Yes,Personal
U09309,2022-07-12,USA,Mobile,No,Personal
U09310,2022-08-25,Germany,Desktop,Yes,Personal
U09311,2023-01-22,Germany,Mobile,Yes,Personal
U09312,2023-03-02,Australia,Desktop,Yes,Personal
U09313,2022-10-04,Germany,Mobile,Yes,Personal
U09314,2022-08-15,India,Mobile,Yes,Personal
U09315,2024-01-15,Canada,Mobile,Yes,Personal
U09316,2023-07-06,Canada,Mobile,Yes,Business
U09317,2022-11-19,Australia,Desktop,No,Personal
U09318,2022-06-02,Canada,Mobile,Yes,Personal
U09319,2023-10-01,USA,Mobile,Yes,Personal
U09320,2022-08-25,Canada,Mobile,Yes,Personal
U09321,2022-02-24,Canada,Desktop,Yes,Personal
U09322,2023-03-12,India,Desktop,Yes,Personal
U09323,2023-11-15,UK,Desktop,Yes,Personal
U09324,2022-04-19,Germany,Mobile,Yes,Personal
U09325,2024-05-15,India,Mobile,Yes,Personal
U09326,2022-07-03,India,Desktop,No,Personal
U09327,2023-01-03,India,Desktop,Yes,Personal
U09328,2022-07-17,Germany,Mobile,Yes,Personal
U09329,2023-01-06,Australia,Mobile,Yes,Personal
U09330,2023-01-08,India,Mobile,Yes,Personal
U09331,2023-05-12,UK,Mobile,Yes,Business
U09332,2023-08-22,Australia,Mobile,Yes,Personal
U09333,2022-07-20,Canada,Mobile,Yes,Personal
U09334,2024-04-28,UK,Desktop,Yes,Personal
U09335,2023-05-24,Australia,Mobile,Yes,Personal
U09336,2022-11-18,Canada,Mobile,Yes,Personal
U09337,2022-10-02,Canada,Mobile,No,Personal
U09338,2022-07-30,India,Mobile,Yes,Personal
U09339,2023-05-19,India,Mobile,Yes,Personal
U09340,2022-04-28,Germany,Desktop,Yes,Personal
U09341,2023-12-04,USA,Mobile,Yes,Personal
U09342,2023-07-08,UK,Desktop,Yes,Personal
U09343,2022-02-11,Germany,Mobile,Yes,Personal
U09344,2022-11-11,Germany,Desktop,No,Personal
U09345,2024-02-27,UK,Mobile,Yes,Business
U09346,2022-11-25,Australia,Mobile,Yes,Personal
U09347,2022-01-17,UK,Mobile,Yes,Personal
U09348,2022-10-10,Canada,Desktop,Yes,Personal
U09349,2022-09-15,USA,Mobile,Yes,Personal
U09350,2023-07-29,Australia,Mobile,Yes,Personal
U09351,2023-07-28,India,Mobile,Yes,Personal
U09352,2023-09-04,USA,Mobile,No,Personal
U09353,2022-01-19,USA,Mobile,Yes,Personal
U09354,2023-06-13,India,Mobile,Yes,Personal
U09355,2024-04-16,USA,Desktop,No,Personal
U09356,2023-02-27,Australia,Desktop,No,Business
U09357,2023-04-11,Australia,Mobile,Yes,Personal
U09358,2023-01-08,Australia,Mobile,Yes,Personal
U09359,2024-01-28,Germany,Mobile,Yes,Business
U09360,2024-02-02,Germany,Mobile,No,Personal
U09361,2022-03-22,Australia,Mobile,Yes,Personal
U09362,2023-07-05,India,Desktop,No,Personal
U09363,2023-07-02,India,Desktop,Yes,Personal
U09364,2023-02-28,UK,Desktop,No,Personal
U09365,2023-03-05,UK,Mobile,Yes,Personal
U09366,2023-01-23,Australia,Mobile,Yes,Personal
U09367,2023-12-10,USA,Desktop,Yes,Personal
U09368,2023-11-01,USA,Mobile,No,Business
U09369,2022-07-23,India,Mobile,No,Personal
U09370,2022-07-15,USA,Mobile,No,Business
U09371,2023-12-29,Canada,Desktop,Yes,Personal
U09372,2022-10-12,Germany,Desktop,Yes,Personal
U09373,2022-07-15,USA,Mobile,No,Personal
U09374,2022-11-03,USA,Desktop,Yes,Personal
U09375,2023-10-26,UK,Desktop,Yes,Personal
U09376,2022-01-14,Canada,Mobile,Yes,Personal
U09377,2024-04-16,USA,Mobile,Yes,Business
U09378,2022-05-26,Germany,Mobile,Yes,Business
U09379,2022-02-26,USA,Mobile,Yes,Personal
U09380,2023-12-24,India,Desktop,No,Personal
U09381,2024-02-19,Canada,Desktop,No,Personal
U09382,2022-07-29,USA,Mobile,Yes,Business
U09383,2023-06-13,Canada,Desktop,Yes,Personal
U09384,2024-03-08,USA,Mobile,Yes,Personal
U09385,2022-12-10,Germany,Mobile,Yes,Personal
U09386,2023-12-16,Germany,Desktop,No,Personal
U09387,2023-09-03,Canada,Mobile,Yes,Personal
U09388,2022-10-06,Australia,Mobile,Yes,Personal
U09389,2022-07-28,UK,Mobile,Yes,Personal
U09390,2023-10-03,UK,Mobile,Yes,Personal
U09391,2022-12-01,India,Mobile,Yes,Personal
U09392,2022-10-15,Australia,Mobile,Yes,Personal
U09393,2022-09-09,UK,Mobile,No,Personal
U09394,2022-09-22,Canada,Mobile,Yes,Personal
U09395,2022-09-28,UK,Mobile,Yes,Personal
U09396,2023-12-01,India,Mobile,Yes,Personal
U09397,2023-02-23,USA,Mobile,Yes,Personal
U09398,2023-12-27,UK,Desktop,No,Personal
U09399,2024-03-05,Canada,Mobile,Yes,Personal
U09400,2022-07-30,Canada,Desktop,Yes,Personal
U09401,2022-12-31,India,Mobile,Yes,Personal
U09402,2022-03-17,India,Mobile,Yes,Personal
U09403,2023-10-22,Germany,Desktop,Yes,Personal
U09404,2022-11-17,Germany,Mobile,Yes,Business
U09405,2023-12-26,Germany,Mobile,Yes,Personal
U09406,2023-03-09,USA,Mobile,Yes,Personal
U09407,2022-04-19,Canada,Mobile,Yes,Personal
U09408,2023-10-03,Germany,Mobile,Yes,Personal
U09409,2023-06-06,Canada,Mobile,Yes,Personal
U09410,2022-02-16,India,Mobile,Yes,Personal
U09411,2023-01-14,USA,Mobile,Yes,Personal
U09412,2024-04-06,India,Mobile,Yes,Personal
U09413,2022-04-06,Canada,Mobile,Yes,Business
U09414,2022-04-13,Australia,Desktop,Yes,Personal
U09415,2024-06-10,Australia,Desktop,Yes,Personal
U09416,2024-05-03,Germany,Mobile,No,Personal
U09417,2022-05-26,Australia,Desktop,Yes,Personal
U09418,2024-05-29,India,Mobile,No,Personal
U09419,2022-01-27,Australia,Mobile,Yes,Personal
U09420,2024-01-02,UK,Mobile,Yes,Personal
U09421,2023-06-14,USA,Desktop,Yes,Personal
U09422,2023-11-10,Canada,Mobile,No,Personal
U09423,2022-03-23,Germany,Desktop,Yes,Business
U09424,2023-03-04,India,Desktop,No,Personal
U09425,2023-08-07,USA,Mobile,Yes,Personal
U09426,2024-04-01,Germany,Mobile,No,Personal
U09427,2023-04-24,India,Desktop,Yes,Personal
U09428,2024-02-05,Australia,Mobile,Yes,Business
U09429,2022-06-11,Canada,Desktop,Yes,Personal
U09430,2024-04-18,UK,Desktop,Yes,Personal
U09431,2023-02-06,UK,Mobile,No,Personal
U09432,2023-05-23,Australia,Mobile,No,Personal
U09433,2022-02-07,Canada,Mobile,Yes,Personal
U09434,2023-05-26,USA,Desktop,Yes,Personal
U09435,2023-01-28,Canada,Mobile,Yes,Personal
U09436,2023-12-14,Australia,Mobile,Yes,Personal
U09437,2023-05-09,India,Mobile,Yes,Personal
U09438,2022-07-19,USA,Desktop,No,Personal
U09439,2022-09-12,UK,Mobile,Yes,Personal
U09440,2022-06-28,Australia,Desktop,Yes,Personal
U09441,2023-07-01,India,Mobile,Yes,Personal
U09442,2023-08-17,Australia,Mobile,Yes,Business
U09443,2023-01-24,Germany,Desktop,No,Personal
U09444,2023-02-02,Germany,Mobile,No,Personal
U09445,2024-01-02,Germany,Mobile,Yes,Business
U09446,2022-06-07,UK,Desktop,No,Personal
U09447,2022-01-04,Canada,Mobile,Yes,Personal
U09448,2022-06-16,USA,Mobile,Yes,Personal
U09449,2023-04-13,UK,Mobile,No,Personal
U09450,2023-02-13,India,Mobile,Yes,Personal
U09451,2023-02-16,India,Desktop,Yes,Personal
U09452,2022-07-23,Germany,Mobile,No,Personal
U09453,2022-07-13,USA,Mobile,Yes,Personal
U09454,2022-08-23,Germany,Mobile,Yes,Personal
U09455,2023-12-19,India,Mobile,Yes,Personal
U09456,2022-05-30,India,Mobile,No,Personal
U09457,2022-06-08,Canada,Mobile,No,Personal
U09458,2022-10-06,Canada,Desktop,Yes,Personal
U09459,2024-03-26,Canada,Desktop,No,Personal
U09460,2023-02-08,Germany,Desktop,Yes,Personal
U09461,2024-06-11,Australia,Mobile,Yes,Personal
U09462,2023-11-09,USA,Mobile,Yes,Personal
U09463,2022-11-07,Canada,Desktop,Yes,Business
U09464,2022-03-09,UK,Mobile,Yes,Business
U09465,2023-04-08,Canada,Desktop,Yes,Personal
U09466,2022-03-29,Germany,Desktop,Yes,Personal
U09467,2022-08-05,USA,Mobile,No,Personal
U09468,2022-01-01,Canada,Mobile,Yes,Personal
U09469,2022-05-15,USA,Mobile,Yes,Personal
U09470,2023-11-28,UK,Mobile,Yes,Personal
U09471,2022-12-17,India,Desktop,Yes,Personal
U09472,2022-05-20,USA,Desktop,No,Business
U09473,2023-09-10,Australia,Desktop,Yes,Personal
U09474,2022-05-13,Canada,Mobile,No,Personal
U09475,2023-09-12,Germany,Desktop,No,Business
U09476,2022-06-27,Australia,Desktop,No,Personal
U09477,2024-03-20,Australia,Desktop,Yes,Business
U09478,2022-12-24,Germany,Desktop,No,Business
U09479,2023-01-15,Germany,Mobile,Yes,Personal
U09480,2024-05-20,Germany,Mobile,No,Personal
U09481,2023-10-20,Australia,Mobile,Yes,Personal
U09482,2023-03-26,USA,Mobile,Yes,Personal
U09483,2023-08-09,Germany,Mobile,Yes,Personal
U09484,2023-04-08,India,Mobile,Yes,Personal
U09485,2022-04-18,Australia,Mobile,Yes,Personal
U09486,2022-05-02,Australia,Mobile,Yes,Personal
U09487,2022-01-17,Australia,Desktop,Yes,Personal
U09488,2022-07-15,UK,Mobile,Yes,Personal
U09489,2022-11-23,USA,Mobile,Yes,Personal
U09490,2022-11-14,USA,Mobile,Yes,Personal
U09491,2024-03-19,Germany,Mobile,Yes,Personal
U09492,2023-04-24,Australia,Mobile,Yes,Personal
U09493,2022-09-09,Australia,Mobile,Yes,Personal
U09494,2023-05-18,Germany,Mobile,Yes,Personal
U09495,2022-04-29,USA,Desktop,Yes,Business
U09496,2023-11-05,Germany,Mobile,No,Business
U09497,2023-12-11,Germany,Desktop,No,Personal
U09498,2023-05-13,Germany,Desktop,No,Personal
U09499,2023-05-01,Germany,Desktop,Yes,Personal
U09500,2022-02-14,Germany,Mobile,Yes,Personal
U09501,2022-11-10,Canada,Mobile,Yes,Personal
U09502,2022-06-28,Canada,Mobile,No,Personal
U09503,2024-06-12,Australia,Mobile,Yes,Personal
U09504,2023-02-22,Australia,Mobile,Yes,Personal
U09505,2023-07-10,Canada,Mobile,Yes,Personal
U09506,2024-02-22,USA,Mobile,Yes,Business
U09507,2022-03-19,UK,Mobile,Yes,Personal
U09508,2022-11-22,USA,Desktop,Yes,Personal
U09509,2023-11-21,Australia,Mobile,Yes,Personal
U09510,2022-12-23,Canada,Mobile,Yes,Personal
U09511,2023-02-20,USA,Desktop,Yes,Business
U09512,2023-05-30,UK,Desktop,Yes,Personal
U09513,2022-08-02,Germany,Mobile,Yes,Personal
U09514,2024-05-03,India,Mobile,Yes,Personal
U09515,2022-03-15,Canada,Mobile,No,Personal
U09516,2023-07-17,Canada,Desktop,Yes,Personal
U09517,2023-08-02,UK,Mobile,No,Personal
U09518,2023-05-24,Germany,Desktop,Yes,Personal
U09519,2022-11-28,Germany,Desktop,No,Personal
U09520,2022-04-03,India,Mobile,Yes,Personal
U09521,2023-11-19,Germany,Mobile,Yes,Personal
U09522,2023-10-19,UK,Mobile,Yes,Business
U09523,2023-06-03,Australia,Mobile,Yes,Personal
U09524,2022-09-26,Germany,Mobile,Yes,Personal
U09525,2023-01-11,Australia,Mobile,Yes,Personal
U09526,2024-04-13,Australia,Desktop,Yes,Personal
U09527,2022-01-04,UK,Desktop,Yes,Personal
U09528,2022-05-18,Canada,Mobile,Yes,Business
U09529,2022-08-19,Canada,Mobile,No,Personal
U09530,2023-08-23,Canada,Desktop,No,Personal
U09531,2023-06-13,USA,Desktop,Yes,Personal
U09532,2022-02-21,Canada,Mobile,Yes,Personal
U09533,2023-10-08,UK,Desktop,Yes,Personal
U09534,2023-12-24,India,Mobile,Yes,Personal
U09535,2022-11-21,Germany,Mobile,Yes,Personal
U09536,2024-01-01,Canada,Mobile,No,Personal
U09537,2023-12-18,USA,Desktop,No,Personal
U09538,2023-12-24,Australia,Mobile,Yes,Personal
U09539,2022-10-04,USA,Desktop,No,Business
U09540,2023-06-20,UK,Mobile,Yes,Personal
U09541,2023-05-01,India,Mobile,Yes,Personal
U09542,2023-05-31,Canada,Mobile,Yes,Business
U09543,2022-06-01,Canada,Mobile,Yes,Personal
U09544,2023-04-28,USA,Mobile,No,Personal
U09545,2022-09-16,UK,Mobile,No,Personal
U09546,2022-11-20,USA,Mobile,Yes,Personal
U09547,2024-05-18,USA,Mobile,No,Personal
U09548,2022-06-17,India,Mobile,Yes,Personal
U09549,2023-11-19,UK,Desktop,Yes,Personal
U09550,2022-11-06,India,Mobile,Yes,Personal
U09551,2024-03-13,UK,Mobile,No,Personal
U09552,2023-04-24,Canada,Desktop,Yes,Business
U09553,2022-02-25,Germany,Mobile,No,Personal
U09554,2023-09-12,Australia,Mobile,Yes,Personal
U09555,2023-04-18,Germany,Mobile,Yes,Personal
U09556,2022-10-23,UK,Mobile,Yes,Personal
U09557,2023-04-06,Germany,Mobile,Yes,Personal
U09558,2022-11-20,USA,Mobile,Yes,Business
U09559,2024-03-24,Canada,Mobile,Yes,Personal
U09560,2024-04-25,Australia,Mobile,Yes,Personal
U09561,2022-05-21,Australia,Mobile,Yes,Personal
U09562,2023-10-29,Australia,Mobile,Yes,Personal
U09563,2022-09-19,Canada,Mobile,Yes,Personal
U09564,2024-02-24,Germany,Desktop,Yes,Personal
U09565,2023-02-24,Australia,Mobile,No,Personal
U09566,2024-01-14,Australia,Mobile,Yes,Personal
U09567,2022-08-29,UK,Desktop,No,Business
U09568,2022-12-21,USA,Desktop,Yes,Personal
U09569,2024-04-28,UK,Mobile,Yes,Personal
U09570,2024-02-09,Germany,Mobile,Yes,Personal
U09571,2024-01-31,Canada,Mobile,Yes,Personal
U09572,2023-08-12,Canada,Desktop,Yes,Personal
U09573,2022-06-29,UK,Mobile,No,Personal
U09574,2022-03-07,India,Mobile,Yes,Personal
U09575,2024-03-30,UK,Desktop,Yes,Business
U09576,2022-12-14,India,Mobile,Yes,Personal
U09577,2022-06-20,UK,Mobile,Yes,Personal
U09578,2023-04-19,India,Mobile,Yes,Personal
U09579,2023-06-18,India,Desktop,No,Personal
U09580,2023-01-02,Australia,Desktop,Yes,Personal
U09581,2022-04-17,Australia,Mobile,No,Personal
U09582,2023-03-15,India,Mobile,Yes,Personal
U09583,2024-04-14,India,Mobile,Yes,Business
U09584,2022-08-15,USA,Mobile,Yes,Personal
U09585,2023-03-20,India,Mobile,No,Business
U09586,2023-03-18,Australia,Mobile,No,Personal
U09587,2023-01-31,India,Mobile,Yes,Personal
U09588,2023-12-29,Canada,Mobile,Yes,Personal
U09589,2023-08-04,USA,Mobile,Yes,Personal
U09590,2022-03-25,India,Mobile,Yes,Personal
U09591,2023-09-07,Australia,Desktop,Yes,Personal
U09592,2023-07-05,Australia,Mobile,No,Personal
U09593,2022-01-13,Germany,Mobile,Yes,Personal
U09594,2024-03-19,Australia,Mobile,No,Personal
U09595,2024-04-04,USA,Mobile,No,Personal
U09596,2023-11-24,Australia,Desktop,Yes,Personal
U09597,2023-05-08,Canada,Mobile,Yes,Personal
U09598,2022-09-25,UK,Desktop,Yes,Personal
U09599,2023-06-09,Canada,Desktop,Yes,Personal
U09600,2022-04-30,Canada,Mobile,Yes,Personal
U09601,2022-12-19,USA,Mobile,Yes,Personal
U09602,2022-02-26,USA,Mobile,Yes,Personal
U09603,2022-02-09,Germany,Desktop,Yes,Personal
U09604,2024-06-04,Australia,Mobile,Yes,Personal
U09605,2022-12-02,Germany,Desktop,Yes,Personal
U09606,2023-10-02,USA,Mobile,Yes,Business
U09607,2022-06-22,Australia,Mobile,Yes,Personal
U09608,2023-07-01,USA,Mobile,Yes,Personal
U09609,2022-09-16,USA,Mobile,No,Business
U09610,2024-06-06,UK,Mobile,Yes,Personal
U09611,2023-06-01,Canada,Mobile,Yes,Personal
U09612,2023-12-31,Germany,Mobile,Yes,Personal
U09613,2023-06-07,Germany,Mobile,Yes,Personal
U09614,2024-06-12,India,Mobile,Yes,Personal
U09615,2024-04-18,UK,Mobile,Yes,Personal
U09616,2022-04-27,USA,Mobile,Yes,Personal
U09617,2022-07-03,USA,Desktop,Yes,Business
U09618,2024-05-23,UK,Mobile,Yes,Personal
U09619,2022-04-26,Australia,Mobile,Yes,Personal
U09620,2022-06-11,Germany,Mobile,Yes,Personal
U09621,2023-08-02,USA,Mobile,No,Business
U09622,2023-12-13,India,Mobile,Yes,Personal
U09623,2023-06-27,Germany,Desktop,Yes,Personal
U09624,2023-08-10,Canada,Mobile,Yes,Business
U09625,2022-08-25,UK,Desktop,No,Personal
U09626,2024-04-18,Germany,Mobile,Yes,Business
U09627,2022-03-07,Canada,Desktop,Yes,Personal
U09628,2022-03-11,India,Mobile,Yes,Business
U09629,2024-03-19,Australia,Mobile,Yes,Personal
U09630,2023-03-23,UK,Mobile,Yes,Personal
U09631,2023-02-20,Australia,Mobile,Yes,Personal
U09632,2023-06-16,USA,Desktop,No,Personal
U09633,2023-03-17,Australia,Desktop,Yes,Personal
U09634,2024-01-08,USA,Mobile,Yes,Personal
U09635,2023-04-09,Canada,Mobile,No,Personal
U09636,2023-01-31,Germany,Mobile,No,Personal
U09637,2023-12-12,India,Desktop,Yes,Personal
U09638,2023-07-05,Canada,Mobile,Yes,Personal
U09639,2023-10-19,India,Desktop,Yes,Personal
U09640,2023-07-11,Australia,Mobile,Yes,Business
U09641,2023-01-30,India,Desktop,Yes,Personal
U09642,2022-11-22,Australia,Mobile,Yes,Personal
U09643,2024-06-11,India,Mobile,Yes,Personal
U09644,2022-04-01,UK,Mobile,Yes,Personal
U09645,2024-01-20,Canada,Mobile,Yes,Personal
U09646,2022-03-11,UK,Mobile,Yes,Personal
U09647,2022-06-15,Germany,Desktop,Yes,Personal
U09648,2023-10-04,Germany,Mobile,Yes,Personal
U09649,2022-08-02,USA,Desktop,Yes,Personal
U09650,2024-05-01,USA,Mobile,Yes,Personal
U09651,2023-08-24,USA,Mobile,No,Business
U09652,2022-12-01,Germany,Desktop,Yes,Personal
U09653,2024-02-03,India,Mobile,Yes,Personal
U09654,2023-01-04,Australia,Mobile,Yes,Personal
U09655,2024-05-10,India,Mobile,Yes,Business
U09656,2023-08-07,Canada,Desktop,Yes,Personal
U09657,2023-11-08,Germany,Desktop,Yes,Personal
U09658,2022-02-18,Australia,Desktop,Yes,Business
U09659,2022-02-21,Australia,Desktop,Yes,Personal
U09660,2022-10-16,Australia,Mobile,Yes,Personal
U09661,2024-02-29,USA,Mobile,Yes,Personal
U09662,2023-09-18,Australia,Mobile,No,Business
U09663,2022-08-27,Australia,Desktop,Yes,Business
U09664,2022-05-13,Germany,Desktop,No,Personal
U09665,2024-02-25,India,Mobile,No,Personal
U09666,2022-06-15,India,Mobile,Yes,Personal
U09667,2023-01-09,UK,Desktop,Yes,Personal
U09668,2023-01-08,UK,Mobile,Yes,Personal
U09669,2024-03-15,Canada,Mobile,No,Personal
U09670,2023-04-23,Germany,Mobile,Yes,Personal
U09671,2024-01-25,UK,Desktop,Yes,Personal
U09672,2023-04-24,UK,Mobile,Yes,Personal
U09673,2024-04-11,Germany,Mobile,Yes,Personal
U09674,2023-10-12,India,Mobile,Yes,Business
U09675,2023-08-14,Canada,Mobile,Yes,Personal
U09676,2023-11-13,Canada,Mobile,Yes,Personal
U09677,2023-09-27,Canada,Desktop,No,Personal
U09678,2023-11-19,UK,Mobile,No,Personal
U09679,2022-10-27,India,Desktop,Yes,Personal
U09680,2022-03-23,Canada,Mobile,No,Personal
U09681,2022-03-28,Germany,Desktop,No,Personal
U09682,2022-08-13,Canada,Mobile,Yes,Personal
U09683,2022-01-16,USA,Mobile,Yes,Personal
U09684,2024-04-01,India,Mobile,Yes,Personal
U09685,2022-12-24,USA,Mobile,Yes,Business
U09686,2022-06-12,India,Mobile,No,Personal
U09687,2023-09-02,Australia,Mobile,No,Personal
U09688,2023-10-30,Germany,Mobile,No,Personal
U09689,2023-05-29,Australia,Desktop,Yes,Business
U09690,2022-12-16,UK,Mobile,No,Personal
U09691,2023-11-12,UK,Mobile,No,Personal
U09692,2023-04-09,Australia,Mobile,Yes,Personal
U09693,2024-04-06,India,Mobile,Yes,Business
U09694,2024-04-16,Canada,Mobile,No,Personal
U09695,2023-01-10,USA,Mobile,No,Personal
U09696,2022-04-02,Germany,Mobile,Yes,Personal
U09697,2022-06-30,Canada,Mobile,Yes,Personal
U09698,2024-01-13,UK,Desktop,No,Personal
U09699,2022-10-28,Canada,Mobile,Yes,Business
U09700,2023-10-22,Australia,Mobile,Yes,Business
U09701,2024-03-02,Australia,Desktop,Yes,Personal
U09702,2022-07-08,USA,Mobile,Yes,Personal
U09703,2024-05-08,UK,Mobile,Yes,Personal
U09704,2024-05-11,India,Desktop,Yes,Personal
U09705,2022-11-10,Germany,Mobile,Yes,Personal
U09706,2023-05-08,Australia,Mobile,Yes,Personal
U09707,2022-05-08,Germany,Mobile,No,Personal
U09708,2023-06-03,UK,Mobile,No,Personal
U09709,2023-03-02,India,Desktop,No,Personal
U09710,2023-07-13,Australia,Desktop,Yes,Personal
U09711,2023-07-19,USA,Mobile,Yes,Personal
U09712,2022-07-06,Germany,Desktop,Yes,Personal
U09713,2023-07-04,UK,Mobile,Yes,Business
U09714,2023-03-29,Germany,Mobile,No,Personal
U09715,2023-04-16,India,Desktop,Yes,Business
U09716,2024-01-08,USA,Mobile,Yes,Personal
U09717,2023-07-19,India,Mobile,No,Personal
U09718,2022-08-12,Australia,Mobile,Yes,Personal
U09719,2022-06-03,Canada,Desktop,Yes,Business
U09720,2023-07-14,India,Mobile,Yes,Personal
U09721,2022-12-17,India,Mobile,Yes,Business
U09722,2022-05-27,Germany,Mobile,Yes,Personal
U09723,2023-07-30,India,Mobile,Yes,Personal
U09724,2022-12-15,UK,Mobile,Yes,Personal
U09725,2022-07-01,Australia,Desktop,Yes,Personal
U09726,2023-09-29,Germany,Desktop,Yes,Personal
U09727,2022-06-28,Germany,Desktop,No,Personal
U09728,2022-02-08,Canada,Mobile,Yes,Business
U09729,2024-02-11,Australia,Mobile,Yes,Personal
U09730,2024-06-12,UK,Mobile,Yes,Personal
U09731,2022-01-03,Australia,Desktop,Yes,Personal
U09732,2022-03-05,India,Desktop,No,Personal
U09733,2022-01-29,Canada,Desktop,Yes,Personal
U09734,2023-01-07,UK,Mobile,Yes,Personal
U09735,2023-06-07,Canada,Mobile,Yes,Personal
U09736,2022-04-07,Australia,Mobile,Yes,Personal
U09737,2024-05-19,USA,Mobile,Yes,Personal
U09738,2023-03-18,Australia,Mobile,Yes,Personal
U09739,2022-07-22,India,Mobile,Yes,Personal
