chargeback_id,transaction_id,chargeback_date,reason,chargeback_amount
CB002496,T0192314,2024-06-23,Duplicate Transaction,182.52
CB002497,T0029120,2023-12-19,Customer Dispute,105.2
CB002498,T0199288,2023-12-29,Customer Dispute,226.01
CB002499,T0125290,2023-04-01,Customer Dispute,428.32
CB002500,T0028369,2023-02-21,Fraud,166.0
CB002501,T0059334,2023-11-21,Fraud,388.96
CB002502,T0187914,2024-05-04,Fraud,315.85
CB002503,T0077373,2023-02-28,Fraud,329.18
CB002504,T0094123,2024-06-06,Customer Dispute,393.92
CB002505,T0149640,2024-05-23,Customer Dispute,390.97
CB002506,T0080919,2024-05-20,Fraud,314.92
CB002507,T0018912,2024-05-31,Fraud,84.3
CB002508,T0120577,2023-10-22,Fraud,469.63
CB002509,T0175770,2023-10-13,Customer Dispute,435.57
CB002510,T0115883,2024-05-01,Fraud,426.49
CB002511,T0151428,2024-04-09,Customer Dispute,371.35
CB002512,T0107537,2023-11-06,Duplicate Transaction,367.41
CB002513,T0013897,2023-03-04,Customer Dispute,163.77
CB002514,T0086823,2024-01-21,Customer Dispute,409.57
CB002515,T0189400,2023-10-15,Fraud,283.02
CB002516,T0017148,2023-07-25,Fraud,155.65
CB002517,T0171866,2024-05-26,Customer Dispute,270.73
CB002518,T0015867,2023-04-18,Fraud,44.82
CB002519,T0140887,2024-05-04,Fraud,172.57
CB002520,T0098929,2023-02-08,Customer Dispute,206.53
CB002521,T0097737,2023-07-16,Customer Dispute,73.61
CB002522,T0009498,2024-04-26,Customer Dispute,178.08
CB002523,T0014686,2023-08-03,Customer Dispute,304.25
CB002524,T0087998,2023-05-17,Fraud,277.24
CB002525,T0035907,2023-03-10,Duplicate Transaction,347.25
CB002526,T0108805,2023-10-18,Fraud,250.45
CB002527,T0142129,2023-06-08,Fraud,267.48
CB002528,T0061829,2023-12-22,Duplicate Transaction,259.28
CB002529,T0151986,2023-03-30,Fraud,200.33
CB002530,T0024547,2023-10-03,Duplicate Transaction,45.27
CB002531,T0116485,2023-01-19,Duplicate Transaction,12.1
CB002532,T0159713,2024-05-13,Customer Dispute,203.5
CB002533,T0018431,2024-03-19,Fraud,192.03
CB002534,T0161983,2024-02-28,Duplicate Transaction,336.0
CB002535,T0141973,2023-03-31,Duplicate Transaction,376.51
CB002536,T0064208,2024-01-17,Customer Dispute,332.31
CB002537,T0070891,2023-09-16,Fraud,284.92
CB002538,T0193215,2023-04-16,Customer Dispute,78.28
CB002539,T0065276,2023-08-12,Customer Dispute,279.92
CB002540,T0174935,2024-06-14,Customer Dispute,201.56
CB002541,T0121087,2024-05-27,Customer Dispute,374.64
CB002542,T0096578,2024-01-17,Customer Dispute,33.12
CB002543,T0017954,2024-06-08,Fraud,172.6
CB002544,T0034545,2023-09-11,Customer Dispute,288.63
CB002545,T0055711,2024-03-21,Fraud,102.75
CB002546,T0194403,2023-12-02,Fraud,38.02
CB002547,T0193261,2024-04-14,Duplicate Transaction,175.63
CB002548,T0171771,2023-06-14,Fraud,412.33
CB002549,T0164692,2023-03-25,Fraud,7.07
CB002550,T0156758,2023-09-02,Duplicate Transaction,75.19
CB002551,T0164959,2023-11-22,Customer Dispute,125.88
CB002552,T0173939,2023-11-13,Fraud,280.02
CB002553,T0002041,2023-04-22,Fraud,365.1
CB002554,T0036083,2024-02-10,Fraud,190.53
CB002555,T0036485,2023-12-12,Customer Dispute,274.53
CB002556,T0172195,2024-03-17,Duplicate Transaction,393.88
CB002557,T0123512,2023-05-13,Fraud,269.2
CB002558,T0008354,2023-09-30,Customer Dispute,382.8
CB002559,T0051681,2023-09-28,Fraud,83.99
CB002560,T0137765,2023-03-18,Fraud,493.94
CB002561,T0070770,2023-12-21,Customer Dispute,400.81
CB002562,T0178024,2024-02-26,Customer Dispute,295.79
CB002563,T0198014,2024-03-27,Fraud,211.25
CB002564,T0007055,2023-06-05,Duplicate Transaction,129.34
CB002565,T0114886,2024-06-19,Customer Dispute,364.92
CB002566,T0092621,2023-05-18,Duplicate Transaction,106.84
CB002567,T0093462,2023-10-06,Fraud,400.51
CB002568,T0084641,2023-02-14,Customer Dispute,477.52
CB002569,T0053516,2023-04-27,Fraud,40.29
CB002570,T0070141,2024-05-03,Fraud,291.22
CB002571,T0049212,2024-03-28,Duplicate Transaction,251.51
CB002572,T0125778,2024-01-17,Customer Dispute,479.01
CB002573,T0165226,2023-09-13,Fraud,208.47
CB002574,T0105962,2024-06-01,Duplicate Transaction,137.38
CB002575,T0177243,2023-08-26,Duplicate Transaction,266.47
CB002576,T0112688,2024-04-03,Fraud,319.77
CB002577,T0160324,2023-02-24,Customer Dispute,384.58
CB002578,T0029719,2023-09-11,Customer Dispute,27.38
CB002579,T0090870,2024-05-18,Customer Dispute,285.17
CB002580,T0029454,2023-05-09,Fraud,148.82
CB002581,T0031331,2024-01-10,Fraud,138.67
CB002582,T0131932,2023-09-03,Customer Dispute,12.73
CB002583,T0045283,2024-05-12,Duplicate Transaction,283.53
CB002584,T0041079,2023-10-17,Customer Dispute,138.47
CB002585,T0049342,2023-02-15,Duplicate Transaction,164.54
CB002586,T0115302,2024-03-17,Fraud,223.87
CB002587,T0133385,2023-11-29,Fraud,203.97
CB002588,T0038444,2024-02-11,Customer Dispute,416.09
CB002589,T0041342,2023-12-13,Duplicate Transaction,489.28
CB002590,T0175512,2023-02-20,Fraud,208.41
CB002591,T0167001,2023-08-27,Customer Dispute,253.14
CB002592,T0126313,2024-01-15,Duplicate Transaction,180.64
CB002593,T0020074,2024-05-29,Fraud,205.32
CB002594,T0147531,2023-08-05,Fraud,426.55
CB002595,T0192023,2023-05-26,Customer Dispute,35.08
CB002596,T0037798,2023-06-01,Fraud,277.28
CB002597,T0036525,2023-06-22,Fraud,106.09
CB002598,T0181567,2023-10-14,Customer Dispute,466.32
CB002599,T0177602,2024-02-05,Fraud,465.65
CB002600,T0062334,2023-11-14,Customer Dispute,495.25
CB002601,T0105838,2024-06-12,Fraud,370.06
CB002602,T0086237,2023-06-12,Fraud,300.55
CB002603,T0165254,2024-02-23,Fraud,63.94
CB002604,T0013392,2023-12-06,Customer Dispute,112.93
CB002605,T0122730,2023-07-21,Duplicate Transaction,37.56
CB002606,T0089393,2023-02-07,Fraud,159.79
CB002607,T0109717,2024-04-10,Customer Dispute,371.33
CB002608,T0173368,2024-01-19,Fraud,70.31
CB002609,T0133718,2023-08-09,Fraud,305.07
CB002610,T0025687,2024-02-12,Fraud,463.34
CB002611,T0179536,2024-03-28,Fraud,391.38
CB002612,T0003902,2023-12-17,Customer Dispute,344.7
CB002613,T0053382,2024-07-10,Duplicate Transaction,134.28
CB002614,T0181974,2023-11-14,Customer Dispute,147.62
CB002615,T0163991,2023-02-20,Fraud,97.39
CB002616,T0143320,2024-03-02,Customer Dispute,59.24
CB002617,T0199370,2023-10-17,Customer Dispute,404.33
CB002618,T0084237,2023-11-10,Duplicate Transaction,341.29
CB002619,T0079760,2023-11-09,Duplicate Transaction,460.38
CB002620,T0076213,2023-10-13,Customer Dispute,66.56
CB002621,T0140052,2023-08-31,Duplicate Transaction,299.82
CB002622,T0091591,2024-06-26,Customer Dispute,278.26
CB002623,T0033806,2024-04-08,Duplicate Transaction,160.61
CB002624,T0008198,2024-05-03,Duplicate Transaction,342.07
CB002625,T0059549,2024-06-18,Fraud,77.69
CB002626,T0197310,2023-10-12,Duplicate Transaction,82.38
CB002627,T0023073,2023-05-11,Fraud,185.13
CB002628,T0081714,2023-05-01,Duplicate Transaction,161.34
CB002629,T0181874,2023-10-26,Fraud,180.83
CB002630,T0019809,2023-03-01,Customer Dispute,90.9
CB002631,T0143164,2023-04-03,Fraud,372.37
CB002632,T0023347,2024-02-09,Fraud,415.46
CB002633,T0010011,2023-12-23,Fraud,261.1
CB002634,T0002114,2024-06-20,Fraud,92.89
CB002635,T0145967,2023-06-01,Fraud,173.88
CB002636,T0010473,2024-04-13,Duplicate Transaction,47.71
CB002637,T0045830,2023-12-10,Fraud,367.1
CB002638,T0166314,2023-11-24,Customer Dispute,448.05
CB002639,T0076501,2023-03-23,Customer Dispute,438.16
CB002640,T0052525,2023-04-09,Customer Dispute,417.73
CB002641,T0121455,2023-11-13,Customer Dispute,198.59
CB002642,T0126256,2024-02-27,Fraud,449.58
CB002643,T0050719,2024-06-30,Duplicate Transaction,29.73
CB002644,T0134080,2023-09-17,Duplicate Transaction,63.28
CB002645,T0122492,2023-10-23,Fraud,312.55
CB002646,T0063053,2024-01-17,Fraud,267.19
CB002647,T0181270,2024-05-07,Customer Dispute,365.7
CB002648,T0006685,2023-09-05,Customer Dispute,250.3
CB002649,T0109528,2023-10-14,Customer Dispute,39.7
CB002650,T0020525,2023-09-03,Customer Dispute,184.47
CB002651,T0199325,2024-04-13,Fraud,219.37
CB002652,T0106241,2023-03-14,Fraud,446.98
CB002653,T0009681,2023-07-27,Fraud,273.79
CB002654,T0091847,2023-04-20,Fraud,159.5
CB002655,T0085255,2023-11-29,Customer Dispute,451.12
CB002656,T0172515,2023-03-10,Customer Dispute,398.15
CB002657,T0074595,2023-06-30,Fraud,351.64
CB002658,T0149517,2023-08-07,Customer Dispute,278.69
CB002659,T0003212,2024-01-24,Customer Dispute,105.35
CB002660,T0101644,2023-06-22,Customer Dispute,15.72
CB002661,T0071146,2023-07-21,Fraud,330.68
CB002662,T0099289,2023-09-17,Duplicate Transaction,302.69
CB002663,T0193988,2024-06-12,Fraud,111.37
CB002664,T0131015,2024-02-21,Customer Dispute,100.08
CB002665,T0114379,2024-01-21,Duplicate Transaction,275.08
CB002666,T0199624,2024-01-24,Customer Dispute,354.04
CB002667,T0058592,2023-09-23,Fraud,281.24
CB002668,T0002725,2023-07-08,Fraud,390.22
CB002669,T0121313,2023-11-13,Customer Dispute,272.56
CB002670,T0179543,2024-07-11,Fraud,77.0
CB002671,T0185004,2023-10-19,Customer Dispute,456.35
CB002672,T0165960,2024-02-11,Duplicate Transaction,474.67
CB002673,T0139712,2023-08-04,Customer Dispute,202.23
CB002674,T0178427,2023-05-28,Fraud,488.19
CB002675,T0198873,2024-06-25,Customer Dispute,160.17
CB002676,T0149174,2023-01-14,Duplicate Transaction,290.54
CB002677,T0031207,2023-09-16,Fraud,196.16
CB002678,T0174853,2023-04-06,Fraud,156.45
CB002679,T0160947,2024-04-28,Customer Dispute,137.06
CB002680,T0043041,2023-11-09,Duplicate Transaction,23.39
CB002681,T0198359,2023-06-10,Customer Dispute,39.07
CB002682,T0142230,2023-12-04,Duplicate Transaction,147.7
CB002683,T0037825,2024-02-28,Duplicate Transaction,330.3
CB002684,T0047024,2024-06-20,Fraud,218.39
CB002685,T0129166,2023-01-18,Customer Dispute,41.57
CB002686,T0012330,2024-04-07,Duplicate Transaction,352.49
CB002687,T0028412,2024-03-12,Fraud,57.85
CB002688,T0123180,2024-04-10,Customer Dispute,467.38
CB002689,T0089318,2023-11-01,Fraud,483.1
CB002690,T0090254,2024-01-14,Fraud,362.16
CB002691,T0108803,2024-01-25,Duplicate Transaction,422.24
CB002692,T0097661,2023-04-19,Fraud,103.51
CB002693,T0185454,2023-05-24,Duplicate Transaction,238.3
CB002694,T0174862,2024-01-01,Fraud,319.08
CB002695,T0008114,2024-04-04,Duplicate Transaction,222.48
CB002696,T0171074,2023-05-13,Customer Dispute,313.17
CB002697,T0164825,2023-09-16,Fraud,277.82
CB002698,T0088881,2023-04-28,Customer Dispute,441.92
CB002699,T0134613,2024-06-17,Customer Dispute,405.93
CB002700,T0142927,2023-06-23,Duplicate Transaction,458.91
CB002701,T0118316,2024-01-27,Duplicate Transaction,350.48
CB002702,T0110252,2023-04-15,Duplicate Transaction,41.48
CB002703,T0168156,2023-12-12,Customer Dispute,469.46
CB002704,T0077902,2024-02-20,Fraud,75.68
CB002705,T0030856,2023-10-05,Fraud,489.56
CB002706,T0108180,2024-02-19,Customer Dispute,302.56
CB002707,T0066529,2024-03-28,Customer Dispute,389.73
CB002708,T0181545,2024-02-28,Fraud,380.57
CB002709,T0111284,2023-07-24,Duplicate Transaction,395.07
CB002710,T0160422,2023-11-18,Duplicate Transaction,43.48
CB002711,T0132589,2024-02-08,Fraud,90.47
CB002712,T0151009,2023-04-23,Duplicate Transaction,284.21
CB002713,T0000007,2023-02-14,Duplicate Transaction,190.4
CB002714,T0197138,2023-12-12,Customer Dispute,456.7
CB002715,T0052568,2023-07-14,Fraud,459.17
CB002716,T0184998,2023-05-13,Fraud,444.91
CB002717,T0069995,2024-05-06,Duplicate Transaction,251.27
CB002718,T0170243,2023-12-03,Customer Dispute,42.51
CB002719,T0193698,2023-06-14,Duplicate Transaction,108.33
CB002720,T0023232,2023-02-19,Customer Dispute,84.87
CB002721,T0120422,2024-03-24,Customer Dispute,255.8
CB002722,T0124822,2024-03-04,Fraud,15.66
CB002723,T0190854,2023-12-03,Fraud,100.33
CB002724,T0062312,2023-09-07,Duplicate Transaction,121.1
CB002725,T0140491,2023-09-07,Fraud,81.35
CB002726,T0137572,2024-01-07,Customer Dispute,394.02
CB002727,T0134896,2023-01-30,Customer Dispute,400.4
CB002728,T0189002,2023-07-26,Fraud,111.13
CB002729,T0003236,2023-07-01,Customer Dispute,217.44
CB002730,T0075510,2023-05-17,Customer Dispute,165.08
CB002731,T0095515,2023-05-11,Customer Dispute,72.92
CB002732,T0024204,2023-10-15,Fraud,496.99
CB002733,T0182460,2023-12-18,Fraud,337.64
CB002734,T0064311,2023-07-23,Customer Dispute,313.13
CB002735,T0047251,2024-02-21,Customer Dispute,437.72
CB002736,T0160708,2023-11-23,Customer Dispute,494.15
CB002737,T0187649,2023-07-05,Fraud,437.67
CB002738,T0087967,2023-11-28,Customer Dispute,234.1
CB002739,T0190986,2024-04-10,Customer Dispute,204.62
CB002740,T0133344,2023-12-21,Fraud,265.59
CB002741,T0185099,2023-12-03,Duplicate Transaction,94.73
CB002742,T0011480,2023-03-12,Duplicate Transaction,186.95
CB002743,T0122258,2024-02-27,Customer Dispute,384.1
CB002744,T0153149,2023-02-06,Fraud,364.26
CB002745,T0064676,2023-05-07,Fraud,145.38
CB002746,T0048401,2024-06-13,Customer Dispute,285.69
CB002747,T0001573,2023-09-09,Fraud,385.25
CB002748,T0057704,2023-04-19,Duplicate Transaction,428.61
CB002749,T0159121,2023-07-06,Fraud,82.48
CB002750,T0056490,2023-10-31,Customer Dispute,325.11
CB002751,T0158013,2024-07-15,Customer Dispute,435.56
CB002752,T0041856,2024-03-10,Duplicate Transaction,109.67
CB002753,T0128568,2023-02-14,Customer Dispute,32.45
CB002754,T0091936,2023-09-12,Fraud,11.93
CB002755,T0051760,2023-12-31,Fraud,484.23
CB002756,T0057385,2023-03-05,Fraud,215.34
CB002757,T0177267,2024-01-21,Customer Dispute,406.29
CB002758,T0032096,2024-01-25,Customer Dispute,63.25
CB002759,T0096643,2023-04-09,Fraud,159.85
CB002760,T0079021,2023-09-29,Duplicate Transaction,232.31
CB002761,T0185267,2024-03-03,Customer Dispute,61.37
CB002762,T0085713,2023-04-21,Customer Dispute,42.22
CB002763,T0153152,2024-04-19,Fraud,397.15
CB002764,T0089540,2023-07-18,Customer Dispute,168.39
CB002765,T0193061,2023-01-27,Duplicate Transaction,301.84
CB002766,T0027749,2024-04-25,Fraud,189.9
CB002767,T0078448,2023-03-19,Fraud,202.96
CB002768,T0121927,2024-03-28,Fraud,273.77
CB002769,T0180735,2024-05-18,Customer Dispute,374.75
CB002770,T0018041,2023-12-03,Fraud,467.11
CB002771,T0178050,2023-06-25,Fraud,438.4
CB002772,T0159553,2024-01-06,Customer Dispute,332.8
CB002773,T0114113,2023-07-26,Fraud,60.51
CB002774,T0074231,2024-05-04,Fraud,58.15
CB002775,T0170386,2024-06-20,Customer Dispute,197.52
CB002776,T0119526,2024-07-04,Customer Dispute,57.1
CB002777,T0004912,2023-04-02,Fraud,270.17
CB002778,T0031198,2023-04-05,Duplicate Transaction,429.58
CB002779,T0142069,2023-10-21,Customer Dispute,211.99
CB002780,T0181044,2023-11-11,Duplicate Transaction,324.32
CB002781,T0127615,2023-08-26,Fraud,485.25
CB002782,T0107933,2023-07-15,Customer Dispute,29.49
CB002783,T0130340,2023-07-19,Fraud,409.38
CB002784,T0012036,2023-02-08,Fraud,206.69
CB002785,T0164541,2023-03-08,Fraud,477.42
CB002786,T0084146,2024-02-07,Fraud,207.1
CB002787,T0056703,2024-04-08,Customer Dispute,352.38
CB002788,T0101608,2023-11-15,Duplicate Transaction,368.38
CB002789,T0001037,2023-08-21,Customer Dispute,92.52
CB002790,T0002505,2023-03-01,Customer Dispute,391.65
CB002791,T0059477,2024-01-20,Customer Dispute,298.22
CB002792,T0137994,2023-11-23,Customer Dispute,242.21
CB002793,T0043709,2024-04-20,Duplicate Transaction,320.83
CB002794,T0023401,2024-02-15,Customer Dispute,148.83
CB002795,T0141623,2024-06-07,Fraud,168.18
CB002796,T0050279,2023-05-09,Fraud,27.7
CB002797,T0019812,2023-08-18,Fraud,410.96
CB002798,T0140355,2024-06-07,Fraud,434.08
CB002799,T0142543,2023-11-03,Customer Dispute,160.59
CB002800,T0170994,2024-02-07,Customer Dispute,394.89
CB002801,T0072817,2024-03-03,Fraud,15.29
CB002802,T0078018,2023-03-01,Customer Dispute,117.19
CB002803,T0118055,2023-10-17,Customer Dispute,316.47
CB002804,T0039925,2023-08-10,Customer Dispute,479.69
CB002805,T0173693,2024-06-03,Duplicate Transaction,202.68
CB002806,T0051202,2024-03-21,Fraud,155.0
CB002807,T0028050,2023-06-11,Customer Dispute,246.11
CB002808,T0185951,2023-06-20,Customer Dispute,59.76
CB002809,T0171114,2024-04-06,Fraud,287.02
CB002810,T0028778,2024-04-28,Fraud,179.3
CB002811,T0090958,2023-12-13,Fraud,414.0
CB002812,T0009759,2024-04-04,Customer Dispute,318.02
CB002813,T0119883,2023-02-10,Customer Dispute,267.23
CB002814,T0140918,2023-02-05,Customer Dispute,322.38
CB002815,T0092220,2024-01-04,Customer Dispute,128.6
CB002816,T0159282,2024-05-22,Customer Dispute,331.52
CB002817,T0011631,2023-12-13,Fraud,248.41
CB002818,T0139072,2023-05-20,Customer Dispute,147.68
CB002819,T0032387,2024-06-28,Customer Dispute,435.6
CB002820,T0166645,2023-11-15,Duplicate Transaction,217.5
CB002821,T0051993,2024-04-26,Customer Dispute,132.56
CB002822,T0046573,2023-09-01,Customer Dispute,238.21
CB002823,T0199931,2024-05-17,Fraud,152.08
CB002824,T0165149,2024-07-16,Customer Dispute,499.87
CB002825,T0049611,2023-12-10,Customer Dispute,135.42
CB002826,T0153816,2023-09-24,Customer Dispute,412.54
CB002827,T0153770,2023-11-23,Fraud,110.62
CB002828,T0199998,2024-03-14,Fraud,411.33
CB002829,T0156754,2023-09-12,Fraud,412.99
CB002830,T0181255,2024-03-07,Customer Dispute,50.57
CB002831,T0094643,2024-03-13,Fraud,58.7
CB002832,T0051768,2024-01-10,Fraud,84.66
CB002833,T0130245,2023-02-18,Duplicate Transaction,170.58
CB002834,T0020110,2023-07-31,Fraud,53.66
CB002835,T0154740,2024-03-05,Customer Dispute,351.57
CB002836,T0093732,2023-11-11,Customer Dispute,240.15
CB002837,T0070699,2023-09-15,Fraud,399.41
CB002838,T0195164,2023-04-04,Fraud,55.66
CB002839,T0044360,2023-03-10,Fraud,29.54
CB002840,T0111845,2024-05-25,Fraud,138.35
CB002841,T0047584,2023-06-01,Customer Dispute,150.61
CB002842,T0187983,2024-01-31,Customer Dispute,95.0
CB002843,T0097715,2024-02-24,Fraud,280.14
CB002844,T0170824,2024-02-27,Customer Dispute,135.65
CB002845,T0100619,2023-07-06,Customer Dispute,17.3
CB002846,T0022587,2024-01-14,Fraud,223.74
CB002847,T0116142,2023-10-23,Customer Dispute,135.78
CB002848,T0075614,2023-12-11,Customer Dispute,67.53
CB002849,T0136800,2023-10-25,Customer Dispute,65.21
CB002850,T0185973,2024-04-01,Fraud,296.18
CB002851,T0121956,2023-07-14,Fraud,209.26
CB002852,T0049198,2023-10-22,Fraud,336.77
CB002853,T0056028,2023-04-14,Fraud,272.89
CB002854,T0046338,2023-02-04,Customer Dispute,362.91
CB002855,T0104114,2023-02-21,Fraud,342.42
CB002856,T0197428,2023-03-18,Customer Dispute,471.56
CB002857,T0122675,2023-09-02,Fraud,37.16
CB002858,T0146020,2024-07-16,Customer Dispute,167.25
CB002859,T0140517,2024-02-05,Fraud,21.78
CB002860,T0197466,2024-01-19,Customer Dispute,420.68
CB002861,T0162901,2023-03-10,Fraud,93.41
CB002862,T0020334,2023-12-20,Customer Dispute,302.5
CB002863,T0009195,2023-07-25,Fraud,123.1
CB002864,T0144330,2023-05-17,Duplicate Transaction,86.44
CB002865,T0107898,2024-06-13,Fraud,386.66
CB002866,T0122480,2023-06-09,Customer Dispute,98.53
CB002867,T0034558,2023-12-30,Fraud,489.07
CB002868,T0143716,2023-05-05,Fraud,105.62
CB002869,T0081909,2024-04-17,Customer Dispute,248.2
CB002870,T0067303,2023-09-25,Fraud,177.33
CB002871,T0080299,2023-11-19,Customer Dispute,171.47
CB002872,T0108304,2023-07-03,Duplicate Transaction,60.87
CB002873,T0001345,2023-02-09,Customer Dispute,44.14
CB002874,T0017864,2023-11-24,Duplicate Transaction,491.79
CB002875,T0195041,2024-05-07,Fraud,477.86
CB002876,T0123218,2023-12-07,Fraud,315.8
CB002877,T0198189,2023-07-10,Fraud,51.31
CB002878,T0004607,2023-07-24,Fraud,498.86
CB002879,T0060053,2023-04-20,Duplicate Transaction,106.4
CB002880,T0027540,2024-05-20,Duplicate Transaction,134.97
CB002881,T0041290,2023-07-01,Fraud,480.01
CB002882,T0059726,2023-11-13,Fraud,418.76
CB002883,T0137779,2023-10-21,Fraud,333.52
CB002884,T0093713,2023-06-16,Fraud,150.31
CB002885,T0070037,2023-07-12,Fraud,368.66
CB002886,T0186610,2023-06-25,Fraud,359.22
CB002887,T0002866,2024-05-17,Fraud,316.45
CB002888,T0173271,2024-04-25,Duplicate Transaction,242.97
CB002889,T0097941,2023-10-14,Fraud,377.79
CB002890,T0025809,2024-04-14,Customer Dispute,266.94
CB002891,T0191983,2023-06-05,Customer Dispute,354.81
CB002892,T0053693,2023-05-12,Duplicate Transaction,238.96
CB002893,T0134681,2023-10-01,Customer Dispute,163.79
CB002894,T0036703,2023-03-23,Customer Dispute,471.88
CB002895,T0123631,2023-06-14,Fraud,449.86
CB002896,T0189204,2023-10-14,Customer Dispute,111.58
CB002897,T0087882,2024-04-08,Fraud,7.67
CB002898,T0140770,2023-04-15,Fraud,119.64
CB002899,T0068743,2023-03-07,Fraud,109.47
CB002900,T0076317,2024-04-23,Fraud,253.56
CB002901,T0197918,2023-06-06,Customer Dispute,137.32
CB002902,T0149125,2023-09-23,Fraud,422.14
CB002903,T0048227,2023-05-06,Duplicate Transaction,495.18
CB002904,T0178750,2023-09-22,Customer Dispute,489.83
CB002905,T0128001,2024-05-18,Fraud,233.24
CB002906,T0038679,2024-06-15,Customer Dispute,83.42
CB002907,T0139852,2024-05-23,Customer Dispute,228.89
CB002908,T0149038,2024-02-05,Customer Dispute,53.26
CB002909,T0111323,2023-04-06,Fraud,210.2
CB002910,T0089175,2023-10-05,Fraud,129.2
CB002911,T0013469,2023-04-30,Fraud,239.09
CB002912,T0116847,2023-02-23,Fraud,57.06
CB002913,T0047796,2024-07-05,Customer Dispute,42.22
CB002914,T0124641,2023-06-03,Fraud,123.47
CB002915,T0046279,2024-01-02,Fraud,380.33
CB002916,T0093965,2023-03-07,Customer Dispute,220.67
CB002917,T0140950,2023-11-03,Duplicate Transaction,194.81
CB002918,T0018752,2023-09-20,Duplicate Transaction,188.16
CB002919,T0183636,2024-02-24,Customer Dispute,316.6
CB002920,T0068388,2023-05-05,Customer Dispute,404.87
CB002921,T0086997,2024-06-18,Fraud,222.08
CB002922,T0181583,2024-02-24,Fraud,480.78
CB002923,T0116241,2024-01-03,Customer Dispute,471.93
CB002924,T0182813,2024-05-04,Fraud,182.51
CB002925,T0008857,2023-01-04,Customer Dispute,169.86
CB002926,T0150431,2024-04-30,Customer Dispute,383.39
CB002927,T0079131,2024-06-21,Fraud,403.25
CB002928,T0139015,2024-07-02,Customer Dispute,17.51
CB002929,T0033202,2023-12-15,Customer Dispute,418.12
CB002930,T0069162,2024-01-31,Fraud,324.78
CB002931,T0196587,2023-03-25,Customer Dispute,342.71
CB002932,T0178217,2023-10-13,Customer Dispute,416.04
CB002933,T0171446,2023-03-15,Fraud,360.07
CB002934,T0011874,2023-01-11,Customer Dispute,89.27
CB002935,T0010654,2023-05-20,Customer Dispute,294.28
CB002936,T0142355,2023-10-09,Fraud,290.52
CB002937,T0085759,2024-03-01,Fraud,415.33
CB002938,T0062351,2024-03-29,Customer Dispute,384.03
CB002939,T0104243,2023-10-02,Fraud,120.88
CB002940,T0178079,2023-03-23,Fraud,303.04
CB002941,T0085058,2023-02-08,Fraud,209.93
CB002942,T0176836,2023-04-19,Customer Dispute,17.47
CB002943,T0140514,2023-04-25,Fraud,405.67
CB002944,T0046254,2023-06-26,Fraud,418.82
CB002945,T0183060,2024-06-16,Fraud,481.39
CB002946,T0147081,2024-01-01,Fraud,276.62
CB002947,T0059941,2023-09-16,Duplicate Transaction,208.31
CB002948,T0028341,2023-06-01,Customer Dispute,134.09
CB002949,T0070233,2024-05-13,Fraud,186.6
CB002950,T0078631,2024-05-24,Customer Dispute,180.85
CB002951,T0142827,2024-04-01,Customer Dispute,263.05
CB002952,T0079537,2023-03-15,Fraud,76.1
CB002953,T0067711,2023-10-16,Fraud,252.47
CB002954,T0065331,2023-03-23,Fraud,80.99
CB002955,T0140577,2023-01-25,Fraud,261.44
CB002956,T0090104,2023-04-02,Customer Dispute,87.76
CB002957,T0090962,2024-06-15,Customer Dispute,472.68
CB002958,T0158298,2024-02-18,Customer Dispute,487.08
CB002959,T0051531,2024-06-13,Fraud,435.78
CB002960,T0152305,2023-07-21,Fraud,179.16
CB002961,T0128561,2024-03-25,Duplicate Transaction,6.8
CB002962,T0186631,2024-02-29,Customer Dispute,306.22
CB002963,T0046318,2024-03-17,Fraud,112.43
CB002964,T0048987,2023-04-22,Customer Dispute,17.52
CB002965,T0094672,2023-12-09,Duplicate Transaction,390.01
CB002966,T0040691,2023-04-25,Fraud,379.4
CB002967,T0184116,2023-03-28,Customer Dispute,159.81
CB002968,T0144443,2024-01-11,Duplicate Transaction,29.8
CB002969,T0130225,2024-03-20,Customer Dispute,173.56
CB002970,T0044386,2023-06-18,Customer Dispute,239.53
CB002971,T0132287,2024-07-16,Fraud,168.09
CB002972,T0167934,2023-05-05,Duplicate Transaction,260.86
CB002973,T0123171,2023-04-29,Customer Dispute,371.06
CB002974,T0012532,2023-08-24,Duplicate Transaction,476.68
CB002975,T0193306,2023-04-11,Fraud,156.55
CB002976,T0003228,2023-11-21,Duplicate Transaction,73.91
CB002977,T0007649,2024-07-16,Customer Dispute,282.92
CB002978,T0055902,2023-02-09,Customer Dispute,210.37
CB002979,T0046873,2024-06-01,Duplicate Transaction,157.64
CB002980,T0079590,2023-02-19,Duplicate Transaction,291.89
CB002981,T0111748,2024-02-06,Customer Dispute,294.51
CB002982,T0161944,2023-10-03,Customer Dispute,145.56
CB002983,T0112802,2023-10-03,Fraud,207.42
CB002984,T0135458,2024-03-30,Fraud,295.14
CB002985,T0102205,2023-09-08,Customer Dispute,338.04
CB002986,T0111156,2024-01-18,Duplicate Transaction,56.08
CB002987,T0148122,2024-01-31,Fraud,292.34
CB002988,T0001418,2023-10-03,Fraud,55.19
CB002989,T0170240,2023-01-12,Fraud,10.22
CB002990,T0027100,2023-11-14,Duplicate Transaction,43.21
CB002991,T0108150,2023-08-18,Fraud,348.72
CB002992,T0168937,2023-12-07,Customer Dispute,229.48
CB002993,T0099504,2023-12-05,Fraud,273.36
